"R_fighter","B_fighter","R_odds","B_odds","R_ev","B_ev","date","location","country","Winner","title_bout","weight_class","gender","no_of_rounds","B_current_lose_streak","B_current_win_streak","B_draw","B_avg_SIG_STR_landed","B_avg_SIG_STR_pct","B_avg_SUB_ATT","B_avg_TD_landed","B_avg_TD_pct","B_longest_win_streak","B_losses","B_total_rounds_fought","B_total_title_bouts","B_win_by_Decision_Majority","B_win_by_Decision_Split","B_win_by_Decision_Unanimous","B_win_by_KO/TKO","B_win_by_Submission","B_win_by_TKO_Doctor_Stoppage","B_wins","B_Stance","B_Height_cms","B_Reach_cms","B_Weight_lbs","R_current_lose_streak","R_current_win_streak","R_draw","R_avg_SIG_STR_landed","R_avg_SIG_STR_pct","R_avg_SUB_ATT","R_avg_TD_landed","R_avg_TD_pct","R_longest_win_streak","R_losses","R_total_rounds_fought","R_total_title_bouts","R_win_by_Decision_Majority","R_win_by_Decision_Split","R_win_by_Decision_Unanimous","R_win_by_KO/TKO","R_win_by_Submission","R_win_by_TKO_Doctor_Stoppage","R_wins","R_Stance","R_Height_cms","R_Reach_cms","R_Weight_lbs","R_age","B_age","lose_streak_dif","win_streak_dif","longest_win_streak_dif","win_dif","loss_dif","total_round_dif","total_title_bout_dif","ko_dif","sub_dif","height_dif","reach_dif","age_dif","sig_str_dif","avg_sub_att_dif","avg_td_dif","empty_arena","B_match_weightclass_rank","R_match_weightclass_rank","better_rank","finish","finish_details","finish_round","finish_round_time","total_fight_time_secs","R_kd_bout","B_kd_bout","R_sig_str_landed_bout","B_sig_str_landed_bout","R_sig_str_attempted_bout","B_sig_str_attempted_bout","R_sig_str_pct_bout","B_sig_str_pct_bout","R_tot_str_landed_bout","B_tot_str_landed_bout","R_tot_str_attempted_bout","B_tot_str_attempted_bout","R_td_landed_bout","B_td_landed_bout","R_td_attempted_bout","B_td_attempted_bout","R_td_pct_bout","B_td_pct_bout","R_sub_attempts_bout","B_sub_attempts_bout","R_pass_bout","B_pass_bout","R_rev_bout","B_rev_bout","isWeekend","days","month","year","class","rank"
"Johny Hendricks","Robbie Lawler",-220,200,45.45454545,200,2014-12-06,"Las Vegas, Nevada, USA","USA","0",TRUE,"Welterweight","MALE",5,0,2,0,41.53846154,0.444615385,0,1.230769231,0.5,3,4,33,1,0,1,3,5,0,0,9,"Southpaw",180.34,187.96,170,0,1,0,42.69230769,0.553076923,0.384615385,3.076923077,0.303846154,6,2,34,2,1,2,3,5,0,0,11,"Southpaw",175.26,175.26,185,31,32,0,1,-3,-2,-2,-1,-1,0,0,5.08,12.7,-1,-1.15384615,-0.384615385,-1.846153846,0,"1","0","Red","S-DEC",NA,5,05:00:00,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Dec","2014","B_Welterweight_rank","1"
"Jake Ellenberger","Kelvin Gastelum",145,-155,145,64.51612903,2014-11-15,"Mexico City, Distrito Federal, Mexico","Mexico","0",FALSE,"Welterweight","MALE",3,0,4,0,42.75,0.455,0.25,1.25,0.375,4,0,10,1,0,2,1,0,1,0,4,"Southpaw",175.26,180.34,185,2,0,0,24.25,0.414166667,0.25,1.75,0.483333333,6,4,28,0,0,1,2,4,0,1,8,"Orthodox",175.26,180.34,170,29,23,2,4,-2,-4,4,-18,1,-5,1,0,0,6,18.5,0,-0.5,0,"11","7","Red","SUB","Rear Naked Choke",1,04:46:00,286,0,0,10,16,24,36,0.41,0.44,12,29,27,49,1,1,1,2,1,0.5,0,1,0,1,0,1,TRUE,"Saturday","Nov","2014","B_Welterweight_rank","11"
"Rory MacDonald","Tarec Saffiedine",-430,380,23.25581395,380,2014-10-04,"Halifax, Nova Scotia, Canada","Canada","1",FALSE,"Welterweight","MALE",5,0,1,0,120,0.59,1,1,0.33,1,0,5,0,0,0,1,0,0,0,1,"Switch",177.8,177.8,170,0,2,0,47.3,0.453,0.5,2,0.422,5,2,25,0,0,0,5,2,1,0,8,"Orthodox",182.88,193.04,170,25,28,0,-1,-4,-7,2,-20,0,-2,-1,-5.08,-15.24,-3,72.7,0.5,-1,0,"9","2","Red","KO/TKO","Punch",3,01:28:00,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Oct","2014","B_Welterweight_rank","9"
"Tyron Woodley","Dong Hyun Kim",-210,190,47.61904762,190,2014-08-23,"Macau, China","China","1",FALSE,"Welterweight","MALE",3,0,4,0,25.46153846,0.510769231,0.538461538,2.461538462,0.506923077,4,3,34,0,0,1,6,3,0,0,10,"Southpaw",187.96,193.04,170,1,0,0,27.4,0.55,0,0.6,0.2,2,2,10,0,0,0,0,3,0,0,3,"Orthodox",175.26,187.96,170,32,32,1,4,2,7,-1,24,0,0,0,12.7,5.08,0,-1.93846154,0.538461538,1.861538462,0,"10","4","Red","KO/TKO","Punch",1,01:01:00,61,1,0,13,2,15,4,0.86,0.5,13,19,15,21,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,"Saturday","Aug","2014","B_Welterweight_rank","10"
"Robbie Lawler","Matt Brown",-325,295,30.76923077,295,2014-07-26,"San Jose, California, USA","USA","1",FALSE,"Welterweight","MALE",5,0,7,0,34.94117647,0.588235294,1.294117647,1.176470588,0.438823529,7,5,37,0,0,0,2,9,1,0,12,"Orthodox",182.88,190.5,170,0,1,0,38.33333333,0.448333333,0,1.166666667,0.458333333,3,4,28,1,0,1,2,5,0,0,8,"Southpaw",180.34,187.96,170,32,33,0,6,4,4,-1,9,-1,4,1,2.54,2.54,-1,-3.39215686,1.294117647,0.009803921,0,"5","1","Red","U-DEC",NA,5,05:00:00,1500,0,0,80,82,200,242,0.4,0.33,87,89,207,250,2,2,2,8,1,0.25,0,0,2,0,0,0,TRUE,"Saturday","Jul","2014","B_Welterweight_rank","5"
"Rory MacDonald","Tyron Woodley",-115,105,86.95652174,105,2014-06-14,"Vancouver, British Columbia, Canada","Canada","1",FALSE,"Welterweight","MALE",3,0,2,0,27.75,0.6075,0,0.75,0.25,2,1,7,0,0,0,0,3,0,0,3,"Orthodox",175.26,187.96,170,0,1,0,47.11111111,0.467777778,0.555555556,2.111111111,0.413333333,5,2,22,0,0,0,4,2,1,0,7,"Orthodox",182.88,193.04,170,24,32,0,1,-3,-4,1,-15,0,1,-1,-7.62,-5.08,-8,-19.36111111,-0.555555556,-1.361111111,0,"3","2","Red","U-DEC",NA,3,05:00:00,900,0,0,49,26,150,81,0.32,0.32,97,38,202,94,1,0,2,2,0.5,0,0,0,1,0,0,0,TRUE,"Saturday","Jun","2014","B_Welterweight_rank","3"
"Robbie Lawler","Jake Ellenberger",-170,160,58.82352941,160,2014-05-24,"Las Vegas, Nevada, USA","USA","1",FALSE,"Welterweight","MALE",3,1,0,0,23.81818182,0.422727273,0.272727273,1.727272727,0.467272727,6,3,25,0,0,1,2,4,0,1,8,"Orthodox",175.26,180.34,170,1,0,0,35.63636364,0.45,0,1.272727273,0.5,3,4,25,1,0,1,2,4,0,0,7,"Southpaw",180.34,187.96,170,32,29,0,0,3,1,1,0,-1,1,0,-5.08,-7.62,3,-11.81818182,0.272727273,0.454545454,0,"5","1","Red","KO/TKO","Knee",3,03:06:00,786,1,0,68,29,155,89,0.43,0.32,72,30,159,90,0,2,1,3,0,0.66,0,0,0,0,1,0,TRUE,"Saturday","May","2014","B_Welterweight_rank","5"
"Matt Brown","Erick Silva",210,-230,210,43.47826087,2014-05-10,"Cincinnati, Ohio, USA","USA","1",FALSE,"Welterweight","MALE",5,0,1,0,12.42857143,0.568571429,0.714285714,0.285714286,0.094285714,1,3,10,0,0,0,0,2,2,0,4,"Orthodox",182.88,187.96,170,0,6,0,29.75,0.580625,1.125,0.9375,0.40375,6,5,34,0,0,0,2,8,1,0,11,"Orthodox",182.88,190.5,170,33,29,0,-5,-5,-7,2,-24,0,-6,1,0,-2.54,4,-17.32142857,-0.410714286,-0.651785714,0,"14","7","Red","KO/TKO","Punches",3,02:11:00,731,0,1,118,25,166,54,0.71,0.46,161,39,213,71,5,0,5,3,1,0,4,1,2,1,0,0,TRUE,"Saturday","May","2014","B_Welterweight_rank","14"
"Johny Hendricks","Robbie Lawler",-365,328,27.39726027,328,2014-03-15,"Dallas, Texas, USA","USA","1",TRUE,"Welterweight","MALE",5,0,3,0,24.2,0.45,0,1.4,0.55,3,3,20,0,0,1,2,4,0,0,7,"Southpaw",180.34,187.96,170,1,0,0,33.08333333,0.566666667,0.416666667,3.166666667,0.3125,6,2,29,1,1,2,2,5,0,0,10,"Southpaw",175.26,175.26,185,30,31,1,3,-3,-3,-1,-9,-1,-1,0,5.08,12.7,-1,-8.88333333,-0.416666667,-1.766666667,0,"3","1","Red","U-DEC",NA,5,05:00:00,1500,0,0,158,150,397,331,0.39,0.45,186,162,426,343,2,0,10,0,0.2,0,0,0,0,0,0,0,TRUE,"Saturday","Mar","2014","B_Welterweight_rank","3"
"Carlos Condit","Tyron Woodley",-200,185,50,185,2014-03-15,"Dallas, Texas, USA","USA","0",FALSE,"Welterweight","MALE",3,0,1,0,32.33333333,0.65,0,0,0,1,1,5,0,0,0,0,2,0,0,2,"Orthodox",175.26,187.96,170,0,1,0,55.22222222,0.381111111,0.888888889,0.444444444,0.138888889,5,3,28,2,0,1,1,4,0,0,6,"Orthodox",187.96,190.5,170,29,31,0,0,-4,-4,2,-23,-2,-2,0,-12.7,-2.54,-2,-22.88888889,-0.888888889,-0.444444444,0,"11","2","Red","KO/TKO",NA,2,02:00:00,420,0,1,13,14,43,29,0.3,0.48,52,34,84,49,0,3,0,3,0,1,1,0,0,0,0,0,TRUE,"Saturday","Mar","2014","B_Welterweight_rank","11"
"Jake Shields","Hector Lombard",160,-170,160,58.82352941,2014-03-15,"Dallas, Texas, USA","USA","0",FALSE,"Welterweight","MALE",3,0,1,0,26.25,0.45,0,0.5,0.125,1,2,8,0,0,0,0,2,0,0,2,"Southpaw",175.26,180.34,185,0,2,0,49.28571429,0.377142857,0,1.428571429,0.121428571,2,3,23,1,0,3,1,0,0,0,4,"Orthodox",182.88,182.88,170,35,36,0,-1,-1,-2,1,-15,-1,2,0,-7.62,-2.54,-1,-23.03571429,0,-0.928571429,0,"12","6","Red","U-DEC",NA,3,05:00:00,900,0,0,4,27,72,56,0.5,0.48,58,67,128,98,0,5,7,5,0,1,1,0,0,2,0,0,TRUE,"Saturday","Mar","2014","B_Welterweight_rank","12"
"Kelvin Gastelum","Rick Story",-170,160,58.82352941,160,2014-03-15,"Dallas, Texas, USA","USA","1",FALSE,"Welterweight","MALE",3,0,1,0,42.07142857,0.411428571,0.928571429,2.5,0.605,6,5,36,0,0,2,4,2,1,0,9,"Southpaw",175.26,180.34,170,0,2,0,22.5,0.505,0.5,2,0.5,2,0,4,1,0,1,0,0,1,0,2,"Southpaw",175.26,180.34,185,22,29,0,-1,4,7,-5,32,-1,2,0,0,0,-7,19.57142857,0.428571429,0.5,0,"14",NA,"Blue","S-DEC",NA,3,05:00:00,900,0,1,59,45,137,163,0.43,0.27,62,51,142,170,1,0,2,1,0.5,0,0,0,3,1,1,1,TRUE,"Saturday","Mar","2014","B_Welterweight_rank","14"
"Rory MacDonald","Demian Maia",-290,260,34.48275862,260,2014-02-22,"Las Vegas, Nevada, USA","USA","1",FALSE,"Welterweight","MALE",3,1,0,0,18.64705882,0.498235294,1,2.294117647,0.361764706,5,5,42,1,0,0,5,1,6,0,12,"Southpaw",185.42,182.88,170,1,0,0,43.625,0.4825,0.625,2.375,0.465,5,2,19,0,0,0,3,2,1,0,6,"Orthodox",182.88,193.04,170,24,36,0,0,0,6,-3,23,1,-1,5,2.54,-10.16,-12,-24.97794118,0.375,-0.080882353,0,"6","4","Red","U-DEC",NA,3,05:00:00,900,0,0,75,51,213,120,0.35,0.42,77,81,215,152,0,2,0,22,0,0.9,0,0,0,1,0,0,TRUE,"Saturday","Feb","2014","B_Welterweight_rank","6"
"Georges St-Pierre","Johny Hendricks",-192,177,52.08333333,177,2013-11-16,"Las Vegas, Nevada, USA","USA","1",TRUE,"Welterweight","MALE",5,0,6,0,28.36363636,0.579090909,0.454545455,3.272727273,0.295454545,6,1,24,0,1,2,2,5,0,0,10,"Southpaw",175.26,175.26,185,0,11,0,57.65,0.5655,1.1,4.2,0.74,11,2,63,13,0,1,10,5,2,0,18,"Orthodox",180.34,193.04,185,32,30,0,-5,-5,-8,1,-39,-13,0,-2,-5.08,-17.78,2,-29.28636364,-0.645454545,-0.927272727,0,"1","0","Red","S-DEC",NA,5,05:00:00,1500,0,0,101,85,221,194,0.45,0.43,125,142,245,252,3,2,6,4,0.5,0.5,1,0,0,0,0,0,TRUE,"Saturday","Nov","2013","B_Welterweight_rank","1"
"Rory MacDonald","Robbie Lawler",-410,365,24.3902439,365,2013-11-16,"Las Vegas, Nevada, USA","USA","0",FALSE,"Welterweight","MALE",3,0,2,0,22,0.452222222,0,1.555555556,0.611111111,3,3,17,0,0,0,2,4,0,0,6,"Southpaw",180.34,187.96,170,0,5,0,44.57142857,0.502857143,0.571428571,2.142857143,0.437142857,5,1,16,0,0,0,3,2,1,0,6,"Orthodox",182.88,193.04,170,24,31,0,-3,-2,0,-2,1,0,2,-1,-2.54,-5.08,-7,-22.57142857,-0.571428571,-0.587301587,0,"10","3","Red","S-DEC",NA,3,05:00:00,900,0,1,37,44,107,102,0.34,0.43,41,65,111,126,4,0,6,0,0.66,0,1,0,2,2,0,1,TRUE,"Saturday","Nov","2013","B_Welterweight_rank","10"
"Carlos Condit","Martin Kampmann",-280,255,35.71428571,255,2013-08-28,"Indianapolis, Indiana, USA","USA","1",FALSE,"Welterweight","MALE",5,1,0,0,28.6875,0.40875,1.3125,0.8125,0.3,4,5,32,0,0,2,2,2,5,0,11,"Orthodox",182.88,182.88,170,2,0,0,49.625,0.37625,0.75,0.5,0.15625,5,3,24,2,0,1,1,3,0,0,5,"Orthodox",187.96,190.5,170,29,31,1,0,-1,6,-2,8,-2,-1,5,-5.08,-7.62,-2,-20.9375,0.5625,0.3125,0,"6","2","Red","KO/TKO","Punch",4,00:54:00,954,1,0,100,35,235,97,0.42,0.36,147,43,282,108,0,6,2,15,0,0.4,2,0,2,1,1,0,FALSE,"Wednesday","Aug","2013","B_Welterweight_rank","6"
"Rory MacDonald","Jake Ellenberger",-230,210,43.47826087,210,2013-07-27,"Seattle, Washington, USA","USA","1",FALSE,"Welterweight","MALE",3,0,2,0,24.3,0.446,0.3,1.8,0.481,6,2,22,0,0,1,2,4,0,1,8,"Orthodox",175.26,180.34,170,0,4,0,44.33333333,0.523333333,0.666666667,2.5,0.51,4,1,13,0,0,0,2,2,1,0,5,"Orthodox",182.88,193.04,170,24,28,0,-2,2,3,-1,9,0,3,-1,-7.62,-12.7,-4,-20.03333333,-0.366666667,-0.7,0,"4","3","Red","U-DEC",NA,3,05:00:00,900,0,0,46,19,118,97,0.38,0.19,48,27,120,106,0,1,1,3,0,0.33,0,0,0,0,0,0,TRUE,"Saturday","Jul","2013","B_Welterweight_rank","4"
"Georges St-Pierre","Nick Diaz",-545,465,18.34862385,465,2013-03-16,"Montreal, Quebec, Canada","Canada","1",TRUE,"Welterweight","MALE",5,1,0,0,50.33333333,0.439166667,1,1.166666667,0.274166667,3,5,32,1,0,0,1,4,2,0,7,"Southpaw",185.42,193.04,185,0,10,0,55.15789474,0.562631579,1.157894737,3.947368421,0.749473684,10,2,58,12,0,1,9,5,2,0,17,"Orthodox",180.34,193.04,185,31,29,-1,-10,-7,-10,-3,-26,-11,-1,0,5.08,0,2,-4.82456141,-0.157894737,-2.780701754,0,"3","0","Red","U-DEC",NA,5,05:00:00,1500,0,0,105,41,167,136,0.62,0.3,210,80,285,176,9,0,16,0,0.56,0,0,1,2,0,0,0,TRUE,"Saturday","Mar","2013","B_Welterweight_rank","3"
"Carlos Condit","Johny Hendricks",-115,105,86.95652174,105,2013-03-16,"Montreal, Quebec, Canada","Canada","0",FALSE,"Welterweight","MALE",3,0,5,0,28.2,0.595,0.5,2.4,0.245,5,1,21,0,1,2,1,5,0,0,9,"Southpaw",175.26,175.26,185,1,0,0,50.71428571,0.39,0.857142857,0.571428571,0.178571429,5,2,21,2,0,1,1,3,0,0,5,"Orthodox",187.96,190.5,170,28,29,1,5,0,4,1,0,-2,2,0,-12.7,-15.24,-1,-22.51428571,-0.357142857,1.828571429,0,"1","2","Blue","U-DEC",NA,3,05:00:00,900,0,0,42,30,145,71,0.28,0.42,94,69,201,112,0,12,0,15,0,0.8,0,0,1,1,0,0,TRUE,"Saturday","Mar","2013","B_Welterweight_rank","1"
"Paul Felder","Rafael Dos Anjos",165,-200,165,50,2020-11-14,"Las Vegas, Nevada, USA","USA","0",FALSE,"Lightweight","MALE",5,2,0,0,3.47,0.45,0.6,1.82,0.39,5,11,86,4,0,0,10,4,4,0,18,"Southpaw",172.72,177.8,155,1,0,0,3.67,0.43,0.2,0.25,0.25,3,5,38,0,0,2,2,4,1,0,9,"Orthodox",180.34,177.8,155,36,36,1,0,2,9,6,48,4,0,3,-7.62,0,0,-0.2,0.4,1.57,1,"12","7","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Nov","2020","B_Lightweight_rank","12"
"Khabib Nurmagomedov","Justin Gaethje",-315,255,31.74603175,255,2020-10-24,"Abu Dhabi, Abu Dhabi, United Arab Emirates","United Arab Emirates","1",TRUE,"Lightweight","MALE",5,0,4,0,7.74,0.59,0,0,0,4,2,17,1,0,0,0,5,0,0,5,"Orthodox",180.34,177.8,155,0,12,0,4.11,0.49,0.7,5.35,0.47,12,0,36,3,0,0,6,2,4,0,12,"Orthodox",177.8,177.8,155,32,31,0,-8,-8,-7,2,-19,-2,3,-4,2.54,0,-1,3.63,-0.7,-5.35,1,"1","0","Red",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Oct","2020","B_Lightweight_rank","1"
"Dustin Poirier","Dan Hooker",-225,180,44.44444444,180,2020-06-27,"Las Vegas, Nevada, USA","USA","1",FALSE,"Lightweight","MALE",5,0,3,0,4.76,0.45,0.3,0.43,0.28,4,4,32,0,0,1,1,6,2,0,10,"Switch",182.88,190.5,155,1,0,0,5.51,0.49,1.2,1.55,0.37,5,6,57,2,1,0,5,9,3,0,18,"Southpaw",175.26,182.88,155,31,30,-1,3,-1,-8,-2,-25,-2,-3,-1,7.62,7.62,-1,-0.75,-0.9,-1.12,1,"5","3","Red","U-DEC",NA,5,05:00:00,1500,0,0,153,155,231,253,0.66,0.61,208,182,289,283,1,4,7,9,0.14,0.44,4,0,1,0,0,0,TRUE,"Saturday","Jun","2020","B_Lightweight_rank","5"
"Dan Ige","Edson Barboza",112,-132,112,75.75757576,2020-05-16,"Jacksonville, Florida, USA","USA","1",FALSE,"Featherweight","MALE",3,3,0,0,4.08,0.43,0.1,0.46,0.44,4,9,55,0,0,0,0,0,0,0,14,"Orthodox",180.34,190.5,145,0,6,0,4.12,0.48,0.7,2.15,0.34,6,1,14,0,0,0,0,0,0,0,6,"Orthodox",170.18,180.34,145,28,34,3,-6,-2,8,8,41,0,0,0,10.16,10.16,6,-0.04,-0.6,-1.69,1,NA,"15","Red","S-DEC",NA,3,05:00:00,900,0,1,79,80,164,144,0.48,0.55,100,87,189,152,1,0,4,0,0.25,0,0,0,0,0,0,0,TRUE,"Saturday","May","2020","B_Lightweight_rank","11"
"Anthony Pettis","Donald Cerrone",-135,115,74.07407407,115,2020-05-09,"Jacksonville, Florida, USA","USA","1",FALSE,"Welterweight","MALE",3,3,0,0,4.33,0.46,1.3,1.21,0.36,8,14,97,0,0,0,9,10,10,0,29,"Orthodox",185.42,185.42,155,2,0,0,2.97,0.46,1.2,0.67,0.54,5,10,60,4,0,1,2,4,7,0,14,"Orthodox",177.8,182.88,155,33,37,-1,0,3,15,-4,37,-4,6,3,7.62,2.54,-4,1.36,0.1,0.54,1,NA,"15","Red","U-DEC",NA,3,05:00:00,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","May","2020","B_Lightweight_rank","6"
"Tony Ferguson","Justin Gaethje",-180,158,55.55555556,158,2020-05-09,"Jacksonville, Florida, USA","USA","0",TRUE,"Lightweight","MALE",5,0,3,0,8.57,0.55,0,0,0,3,2,12,0,0,0,0,4,0,0,4,"Orthodox",180.34,177.8,155,0,12,0,5.81,0.45,1.4,0.56,0.42,12,1,35,1,0,1,3,5,6,0,15,"Orthodox",180.34,193.04,155,36,31,0,-9,-9,-11,-1,-23,-1,-1,-6,0,-15.24,5,2.76,-1.4,-0.56,1,"4","1","Red","KO/TKO","Punch",5,03:39:00,1419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","May","2020","B_Lightweight_rank","4"
"Kevin Lee","Charles Oliveira",-145,135,68.96551724,135,2020-03-14,"Brasilia, Distrito Federal, Brazil","Brazil","0",FALSE,"Lightweight","MALE",5,0,6,0,3.21,0.5,2.8,2.77,0.42,6,8,45,0,0,0,1,2,13,0,16,"Orthodox",177.8,187.96,155,0,1,0,3.9,0.42,0.9,3.23,0.42,5,5,41,1,0,1,3,3,4,0,11,"Orthodox",175.26,195.58,170,27,30,0,5,1,5,-3,4,-1,-1,9,2.54,-7.62,-3,-0.69,1.9,-0.46,1,"13","8","Red","SUB","Guillotine Choke",3,00:28:00,628,0,0,41,43,80,65,0.51,0.66,61,51,100,73,2,0,3,1,0.66,0,0,2,2,0,1,1,TRUE,"Saturday","Mar","2020","B_Lightweight_rank","13"
"Paul Felder","Dan Hooker",130,-150,130,66.66666667,2020-02-22,"Auckland, New Zealand","New Zealand","0",FALSE,"Lightweight","MALE",5,0,2,0,4.73,0.44,0.4,0.4,0.33,4,4,29,0,0,0,1,6,2,0,9,"Switch",182.88,190.5,155,0,2,0,3.55,0.43,0.3,0.29,0.27,3,4,33,0,0,2,2,4,1,0,9,"Orthodox",180.34,177.8,155,35,30,0,0,1,0,0,-4,0,2,1,2.54,12.7,5,1.18,0.1,0.11,0,"7","6","Red","S-DEC",NA,5,05:00:00,1500,0,0,110,122,230,221,0.47,0.55,119,133,243,234,0,1,1,5,0,0.2,0,0,0,1,0,0,TRUE,"Saturday","Feb","2020","B_Lightweight_rank","7"
"Khabib Nurmagomedov","Dustin Poirier",-400,325,25,325,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates","United Arab Emirates","1",TRUE,"Lightweight","MALE",5,0,5,0,5.51,0.49,1.2,1.55,0.37,5,5,54,1,1,0,5,9,3,0,18,"Southpaw",175.26,182.88,155,0,11,0,4.11,0.49,0.7,5.35,0.47,11,0,33,2,0,0,6,2,3,0,11,"Orthodox",177.8,177.8,155,30,30,0,-6,-6,7,-5,21,-1,7,0,-2.54,5.08,0,1.4,0.5,-3.8,0,"1","0","Red","SUB","Rear Naked Choke",3,02:06:00,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Sep","2019","B_Lightweight_rank","1"
"Edson Barboza","Paul Felder",-120,100,83.33333333,100,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates","United Arab Emirates","0",FALSE,"Lightweight","MALE",3,0,1,0,3.55,0.43,0.3,0.29,0.27,3,4,30,0,0,1,2,4,1,0,8,"Orthodox",180.34,177.8,155,1,0,0,4.01,0.43,0.1,0.49,0.44,4,7,52,0,1,1,5,6,0,0,14,"Orthodox",180.34,190.5,155,33,35,1,1,-1,-6,3,-22,0,-2,1,0,-12.7,-2,-0.46,0.2,-0.2,0,"10","7","Red","S-DEC",NA,3,05:00:00,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Sep","2019","B_Lightweight_rank","10"
"Donald Cerrone","Justin Gaethje",160,-185,160,54.05405405,2019-09-14,"Vancouver, British Columbia, Canada","Canada","0",FALSE,"Lightweight","MALE",5,0,2,0,8.57,0.55,0,0,0,2,2,11,0,0,0,0,3,0,0,3,"Orthodox",180.34,177.8,155,1,0,0,4.33,0.46,1.3,1.21,0.36,8,12,95,1,0,0,9,10,10,0,29,"Orthodox",185.42,185.42,155,36,30,1,2,-6,-26,10,-84,-1,-7,-10,-5.08,-7.62,6,4.24,-1.3,-1.21,0,"5","4","Red","KO/TKO","Punch",1,04:18:00,258,0,1,17,40,52,61,0.32,0.65,17,40,52,61,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,"Saturday","Sep","2019","B_Lightweight_rank","5"
"Al Iaquinta","Dan Hooker",115,-135,115,74.07407407,2019-10-05,"Melbourne, Victoria, Australia","Australia","0",FALSE,"Lightweight","MALE",3,0,1,0,4.73,0.44,0.4,0.4,0.33,4,4,24,0,0,0,0,6,2,0,8,"Switch",182.88,190.5,155,1,0,0,4.06,0.4,0.2,0.64,0.18,5,4,38,1,0,1,4,4,0,0,9,"Orthodox",177.8,177.8,155,32,29,1,1,-1,-1,0,-14,-1,2,2,5.08,12.7,3,0.67,0.2,-0.24,0,"15","6","Red","U-DEC",NA,3,05:00:00,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Oct","2019","B_Lightweight_rank","15"
"Conor McGregor","Donald Cerrone",-305,275,32.78688525,275,2020-01-18,"Las Vegas, Nevada, USA","USA","1",FALSE,"Welterweight","MALE",5,2,0,0,NA,0.46,1.3,1.21,0.36,8,10,71,1,0,0,7,10,6,0,23,"Orthodox",185.42,185.42,155,1,0,0,NA,0.48,0,0.75,0.62,7,2,24,4,1,0,1,7,0,0,9,"Southpaw",175.26,187.96,155,31,36,-1,0,1,14,-8,47,-3,3,6,10.16,-2.54,-5,0,1.3,0.46,0,NA,NA,"neither","KO/TKO","Punches",1,00:40:00,40,1,0,19,0,26,1,0.73,0,20,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,"Saturday","Jan","2020","B_Lightweight_rank","5"
"Kevin Lee","Gregor Gillespie",150,-170,150,58.82352941,2019-11-02,"New York City, New York, USA","USA","1",FALSE,"Lightweight","MALE",3,0,6,0,NA,0.49,0.9,7.02,0.47,6,0,11,0,0,0,1,3,2,0,6,"Orthodox",170.18,180.34,155,2,0,0,NA,0.42,0.9,3.23,0.42,5,2,40,1,0,1,3,2,4,0,10,"Orthodox",175.26,195.58,170,27,23,2,6,1,-4,2,-29,-1,1,-2,-5.08,-15.24,4,0,0,3.79,0,"11","8","Red","KO/TKO","Kick",1,02:47:00,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Saturday","Nov","2019","B_Lightweight_rank","11"
